epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,71.6731,2.08181,3.16539,1.17175,0.02469,0.25,0.02849,0.01588,2.24349,3.83734,2.15363,0.000285945,0.000285945,0.000285945
68,73.0342,1.8399,3.08875,1.14039,0.02469,0.25,0.02849,0.01588,2.24349,3.83734,2.15363,0.000281986,0.000281986,0.000281986
69,74.2873,1.79338,3.87925,0.99767,0.02469,0.25,0.02849,0.01588,2.24349,3.83734,2.15363,0.00027778,0.00027778,0.00027778
70,75.349,2.27834,2.8174,1.10037,0.02469,0.25,0.02849,0.01588,2.24349,3.83734,2.15363,0.000273326,0.000273326,0.000273326
71,76.4331,2.81561,3.378,1.11471,0.02469,0.25,0.02849,0.01588,2.24349,3.83734,2.15363,0.000268625,0.000268625,0.000268625
72,77.5306,1.87172,2.84469,1.17096,0.02532,0.25,0.04395,0.0166,2.22573,3.84302,2.17903,0.000263676,0.000263676,0.000263676
73,78.5168,2.11651,3.15244,1.08805,0.02532,0.25,0.04395,0.0166,2.22573,3.84302,2.17903,0.00025848,0.00025848,0.00025848
74,79.5079,1.67628,2.92061,1.09075,0.02532,0.25,0.04395,0.0166,2.22573,3.84302,2.17903,0.000253036,0.000253036,0.000253036
75,80.5305,1.84193,2.43234,1.02997,0.02532,0.25,0.04395,0.0166,2.22573,3.84302,2.17903,0.000247345,0.000247345,0.000247345
76,81.6623,1.85158,2.80554,1.14321,0.02532,0.25,0.04395,0.0166,2.22573,3.84302,2.17903,0.000241406,0.000241406,0.000241406
77,82.6994,2.71759,3.09968,1.1379,0.02532,0.25,0.04395,0.0166,2.22573,3.84302,2.17903,0.00023522,0.00023522,0.00023522
78,83.7812,2.83675,3.38068,1.12329,0.02532,0.25,0.04395,0.0166,2.22573,3.84302,2.17903,0.000228786,0.000228786,0.000228786
79,84.8415,2.0335,2.44299,0.99625,0.02532,0.25,0.04395,0.0166,2.22573,3.84302,2.17903,0.000222105,0.000222105,0.000222105
80,85.9474,1.73365,2.69418,1.02245,0.02532,0.25,0.04395,0.0166,2.22573,3.84302,2.17903,0.000215176,0.000215176,0.000215176
81,87.0574,2.07534,3.45671,1.30226,0.02532,0.25,0.04395,0.0166,2.22573,3.84302,2.17903,0.000208,0.000208,0.000208
82,88.1975,2.28848,3.7469,1.4262,0.02532,0.25,0.04395,0.0166,2.22573,3.84302,2.17903,0.000200576,0.000200576,0.000200576
83,89.3449,1.6728,2.562,1.08953,0.02532,0.25,0.04395,0.0166,2.22573,3.84302,2.17903,0.000192905,0.000192905,0.000192905
84,90.428,3.54965,3.29952,1.27682,0.02532,0.25,0.04395,0.0166,2.22573,3.84302,2.17903,0.000184986,0.000184986,0.000184986
85,91.5014,1.77022,2.97492,1.16996,0.02532,0.25,0.04395,0.0166,2.22573,3.84302,2.17903,0.00017682,0.00017682,0.00017682
86,92.6785,1.75222,2.91772,0.96027,0.03947,0.375,0.0362,0.00859,2.48026,3.84725,2.22191,0.000168406,0.000168406,0.000168406
87,93.7506,2.44326,3.64909,1.6019,0.03947,0.375,0.0362,0.00859,2.48026,3.84725,2.22191,0.000159745,0.000159745,0.000159745
88,94.7917,1.4794,2.30081,1.00749,0.03947,0.375,0.0362,0.00859,2.48026,3.84725,2.22191,0.000150836,0.000150836,0.000150836
89,95.8836,2.05262,2.96983,1.11705,0.03947,0.375,0.0362,0.00859,2.48026,3.84725,2.22191,0.00014168,0.00014168,0.00014168
90,96.9888,2.07628,3.73945,1.33174,0.03947,0.375,0.0362,0.00859,2.48026,3.84725,2.22191,0.000132276,0.000132276,0.000132276
91,104.568,1.53337,2.58647,1.16935,0.03947,0.375,0.0362,0.00859,2.48026,3.84725,2.22191,0.000122625,0.000122625,0.000122625
92,105.565,1.71431,2.81595,1.11004,0.03947,0.375,0.0362,0.00859,2.48026,3.84725,2.22191,0.000112726,0.000112726,0.000112726
93,106.572,1.6922,2.74488,1.15943,0.03947,0.375,0.0362,0.00859,2.48026,3.84725,2.22191,0.00010258,0.00010258,0.00010258
94,107.537,1.34741,2.36569,1.03803,0.03947,0.375,0.0362,0.00859,2.48026,3.84725,2.22191,9.21862e-05,9.21862e-05,9.21862e-05
95,108.514,1.5663,2.382,1.14512,0.03947,0.375,0.0362,0.00859,2.48026,3.84725,2.22191,8.1545e-05,8.1545e-05,8.1545e-05
96,109.622,1.98406,2.39702,1.0219,0.03947,0.375,0.0362,0.00859,2.48026,3.84725,2.22191,7.06563e-05,7.06563e-05,7.06563e-05
97,110.667,2.97903,3.49329,1.20737,0.03947,0.375,0.0362,0.00859,2.48026,3.84725,2.22191,5.952e-05,5.952e-05,5.952e-05
98,111.671,1.42508,2.18912,0.89887,0.03947,0.375,0.0362,0.00859,2.48026,3.84725,2.22191,4.81363e-05,4.81363e-05,4.81363e-05
99,112.743,2.94408,3.54143,1.20187,0.03947,0.375,0.0362,0.00859,2.48026,3.84725,2.22191,3.6505e-05,3.6505e-05,3.6505e-05
100,113.782,1.55198,2.53207,1.08211,0.03947,0.375,0.0362,0.00859,2.48026,3.84725,2.22191,2.46263e-05,2.46263e-05,2.46263e-05
