epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,488.69,1.75839,1.36451,1.27486,0.27778,0.05953,0.1699,0.08894,nan,nan,nan,0.000767375,0.000767375,0.000767375
41,500.494,1.78794,1.36865,1.2982,0.25478,0.05796,0.15722,0.08538,nan,nan,nan,0.000755,0.000755,0.000755
42,511.993,1.79119,1.32498,1.28444,0.25767,0.05814,0.16034,0.08626,nan,nan,nan,0.000742625,0.000742625,0.000742625
43,523.538,1.74149,1.33827,1.28087,0.25733,0.05844,0.15835,0.08519,nan,nan,nan,0.00073025,0.00073025,0.00073025
44,534.982,1.72009,1.3497,1.2547,0.26507,0.05814,0.16161,0.08879,nan,nan,nan,0.000717875,0.000717875,0.000717875
45,546.483,1.74932,1.35987,1.28207,0.28536,0.05941,0.17165,0.09077,nan,nan,nan,0.0007055,0.0007055,0.0007055
46,557.587,1.76717,1.3254,1.28612,0.30732,0.05717,0.16458,0.09054,nan,nan,nan,0.000693125,0.000693125,0.000693125
47,568.976,1.72966,1.34138,1.2758,0.27381,0.06059,0.16726,0.0875,nan,nan,nan,0.00068075,0.00068075,0.00068075
48,580.227,1.72219,1.30215,1.25105,0.26326,0.05923,0.16325,0.08569,nan,nan,nan,0.000668375,0.000668375,0.000668375
49,591.273,1.71623,1.34005,1.26982,0.27932,0.05796,0.16981,0.09335,nan,nan,nan,0.000656,0.000656,0.000656
50,602.575,1.72498,1.3516,1.26697,0.28301,0.05942,0.17163,0.09183,nan,nan,nan,0.000643625,0.000643625,0.000643625
51,613.981,1.71872,1.33719,1.26427,0.27475,0.06079,0.16808,0.08814,nan,nan,nan,0.00063125,0.00063125,0.00063125
52,625.293,1.7314,1.34747,1.27612,0.26575,0.05873,0.16237,0.08873,nan,nan,nan,0.000618875,0.000618875,0.000618875
53,636.606,1.71583,1.32942,1.27949,0.26983,0.06,0.16544,0.08841,nan,nan,nan,0.0006065,0.0006065,0.0006065
54,648.146,1.69949,1.34116,1.26968,0.27569,0.0603,0.1693,0.0906,nan,nan,nan,0.000594125,0.000594125,0.000594125
55,659.511,1.71633,1.34843,1.28578,0.26729,0.06088,0.16517,0.0876,nan,nan,nan,0.00058175,0.00058175,0.00058175
56,671.353,1.71561,1.32685,1.2517,0.27112,0.0597,0.16651,0.08932,nan,nan,nan,0.000569375,0.000569375,0.000569375
57,688.976,1.72865,1.31637,1.26843,0.2797,0.06,0.16973,0.0905,nan,nan,nan,0.000557,0.000557,0.000557
58,699.668,1.65485,1.29217,1.23121,0.27745,0.05873,0.16747,0.09244,nan,nan,nan,0.000544625,0.000544625,0.000544625
59,710.713,1.74401,1.33824,1.28834,0.27781,0.05932,0.16918,0.09281,nan,nan,nan,0.00053225,0.00053225,0.00053225
60,721.958,1.66319,1.31234,1.25361,0.28209,0.0603,0.17133,0.09357,nan,nan,nan,0.000519875,0.000519875,0.000519875
61,733.036,1.69805,1.33943,1.27495,0.26318,0.05932,0.16347,0.08968,nan,nan,nan,0.0005075,0.0005075,0.0005075
62,744.254,1.67491,1.30876,1.27064,0.26334,0.06,0.16226,0.08698,nan,nan,nan,0.000495125,0.000495125,0.000495125
63,755.83,1.68299,1.30893,1.23858,0.25981,0.06242,0.16139,0.08276,nan,nan,nan,0.00048275,0.00048275,0.00048275
64,767.054,1.70374,1.28728,1.24501,0.2565,0.06115,0.15994,0.08426,nan,nan,nan,0.000470375,0.000470375,0.000470375
65,778.444,1.69669,1.29536,1.23918,0.2853,0.06204,0.1744,0.09189,nan,nan,nan,0.000458,0.000458,0.000458
66,789.635,1.71317,1.31553,1.26223,0.27871,0.06156,0.17098,0.09091,nan,nan,nan,0.000445625,0.000445625,0.000445625
67,801.306,1.64131,1.29989,1.23724,0.27195,0.06079,0.16765,0.08814,nan,nan,nan,0.00043325,0.00043325,0.00043325
68,812.611,1.64993,1.28213,1.21859,0.26974,0.06165,0.16494,0.08697,nan,nan,nan,0.000420875,0.000420875,0.000420875
69,824.042,1.66729,1.29268,1.23912,0.27706,0.06165,0.16805,0.09027,nan,nan,nan,0.0004085,0.0004085,0.0004085
70,835.506,1.65796,1.2968,1.2402,0.26987,0.06039,0.16377,0.08891,nan,nan,nan,0.000396125,0.000396125,0.000396125
71,853.03,1.60555,1.27891,1.23381,0.26654,0.0602,0.1635,0.0893,nan,nan,nan,0.00038375,0.00038375,0.00038375
72,864.185,1.62552,1.31451,1.25167,0.27252,0.06108,0.16786,0.09051,nan,nan,nan,0.000371375,0.000371375,0.000371375
73,875.306,1.65145,1.29889,1.23265,0.27583,0.06264,0.16992,0.09034,nan,nan,nan,0.000359,0.000359,0.000359
74,887.658,1.65943,1.3072,1.23189,0.27109,0.06233,0.16669,0.08676,nan,nan,nan,0.000346625,0.000346625,0.000346625
75,905.567,1.63753,1.30946,1.24743,0.27917,0.06224,0.16866,0.08987,nan,nan,nan,0.00033425,0.00033425,0.00033425
76,916.959,1.65333,1.27515,1.22988,0.27707,0.06224,0.16804,0.09123,nan,nan,nan,0.000321875,0.000321875,0.000321875
77,928.31,1.62609,1.29195,1.22339,0.27,0.06176,0.16658,0.0907,nan,nan,nan,0.0003095,0.0003095,0.0003095
78,939.4,1.65013,1.28991,1.25411,0.27323,0.06127,0.1674,0.09113,nan,nan,nan,0.000297125,0.000297125,0.000297125
79,950.62,1.6551,1.31377,1.24655,0.27169,0.06117,0.16547,0.08881,nan,nan,nan,0.00028475,0.00028475,0.00028475
80,961.666,1.60102,1.28796,1.22096,0.27048,0.06088,0.16426,0.08973,nan,nan,nan,0.000272375,0.000272375,0.000272375
81,973.683,1.59795,1.26989,1.2276,0.26848,0.06117,0.16354,0.08902,nan,nan,nan,0.00026,0.00026,0.00026
82,986.135,1.62991,1.26291,1.23334,0.26665,0.06117,0.16305,0.08801,nan,nan,nan,0.000247625,0.000247625,0.000247625
83,998.072,1.60829,1.31171,1.23818,0.27382,0.06176,0.16658,0.09067,nan,nan,nan,0.00023525,0.00023525,0.00023525
84,1010.15,1.66237,1.28685,1.24971,0.26995,0.06204,0.16534,0.09053,nan,nan,nan,0.000222875,0.000222875,0.000222875
85,1024.79,1.63884,1.27443,1.22931,0.26504,0.06136,0.16323,0.08912,nan,nan,nan,0.0002105,0.0002105,0.0002105
86,1036.17,1.6338,1.29084,1.23623,0.25926,0.06136,0.16029,0.0877,nan,nan,nan,0.000198125,0.000198125,0.000198125
87,1053.27,1.6371,1.28116,1.23947,0.26134,0.06068,0.16096,0.08875,nan,nan,nan,0.00018575,0.00018575,0.00018575
88,1064.13,1.69972,1.29929,1.24749,0.26984,0.06185,0.16536,0.09039,nan,nan,nan,0.000173375,0.000173375,0.000173375
89,1075.23,1.63299,1.26654,1.22583,0.27847,0.06244,0.1696,0.09167,nan,nan,nan,0.000161,0.000161,0.000161
90,1085.89,1.64132,1.29363,1.22583,0.27897,0.06273,0.16971,0.09156,nan,nan,nan,0.000148625,0.000148625,0.000148625
91,1106.25,1.62244,1.39722,1.2443,0.27969,0.06177,0.17026,0.09238,nan,nan,nan,0.00013625,0.00013625,0.00013625
92,1116.69,1.61094,1.39004,1.25414,0.28106,0.06236,0.17089,0.09087,nan,nan,nan,0.000123875,0.000123875,0.000123875
93,1127.78,1.6117,1.35986,1.24764,0.27769,0.06129,0.16841,0.08928,nan,nan,nan,0.0001115,0.0001115,0.0001115
94,1139.59,1.60048,1.35621,1.25429,0.27609,0.06226,0.16871,0.0879,nan,nan,nan,9.9125e-05,9.9125e-05,9.9125e-05
95,1150.93,1.58825,1.34144,1.25258,0.26423,0.06147,0.16291,0.0867,nan,nan,nan,8.675e-05,8.675e-05,8.675e-05
96,1161.73,1.59716,1.33344,1.24515,0.26661,0.06167,0.16346,0.08822,nan,nan,nan,7.4375e-05,7.4375e-05,7.4375e-05
97,1172.59,1.60583,1.33584,1.25873,0.26933,0.06127,0.16449,0.08891,nan,nan,nan,6.2e-05,6.2e-05,6.2e-05
98,1183.93,1.57349,1.31299,1.23181,0.2728,0.06206,0.16642,0.08873,nan,nan,nan,4.9625e-05,4.9625e-05,4.9625e-05
99,1194.83,1.60199,1.32689,1.26348,0.27067,0.06147,0.16528,0.08918,nan,nan,nan,3.725e-05,3.725e-05,3.725e-05
100,1211.95,1.57762,1.30536,1.24234,0.276,0.06167,0.16779,0.08945,nan,nan,nan,2.4875e-05,2.4875e-05,2.4875e-05
